city,locality,bedrooms,bathrooms,sqft_living,sqft_lot,floors,year_built,year_renovated,property_type,parking,facing,lift,furnishing,nearby_schools,nearby_hospitals,society,balcony,garden,price
Bengaluru,HSR Layout,3,1,4962,7161,3,1990,2017,Villa,3,East,No,Semi-Furnished,7,2,HSR Layout Residency,1,Yes,44963000
Mumbai,Juhu,4,4,4081,6788,2,2009,2022,Independent House,1,South,No,Semi-Furnished,0,1,Juhu Enclave,3,Yes,49427000
Chennai,Adyar,1,4,1715,4239,3,1973,1985,Builder Floor,0,West,No,Furnished,4,2,Adyar Residency,0,No,14025000
Chennai,Velachery,3,3,2165,3771,2,2013,2018,Independent House,1,West,Yes,Semi-Furnished,1,0,Velachery Enclave,3,No,17670000
Delhi,Rohini,5,4,2072,5532,2,1951,1989,Apartment,2,East,No,Unfurnished,1,4,Rohini Residency,2,No,21160000
Bengaluru,Koramangala,3,4,817,1157,2,1997,2009,Apartment,1,East,Yes,Semi-Furnished,10,3,Koramangala Enclave,2,No,7718000
Delhi,Rohini,3,2,2241,8953,1,2012,2020,Independent House,0,East,Yes,Semi-Furnished,2,4,Rohini Enclave,0,No,22665000
Chennai,Perambur,3,1,3982,7223,1,1985,1993,Villa,0,West,Yes,Furnished,10,0,Perambur Enclave,2,No,32186000
Pune,Hinjewadi,3,3,4270,6893,3,2018,2020,Apartment,0,East,Yes,Unfurnished,3,4,Hinjewadi Enclave,1,No,36635000
Chennai,T Nagar,3,3,1973,3203,2,1953,1955,Independent House,0,East,No,Furnished,7,5,T Nagar Villa,1,No,16154000
Bengaluru,Whitefield,3,4,2560,4230,3,2008,2016,Apartment,1,East,Yes,Furnished,0,2,Whitefield Villa,2,Yes,23550000
Bengaluru,MG Road,5,1,3857,9201,2,2000,2004,Villa,0,East,No,Unfurnished,9,0,MG Road Heights,1,No,35048000
Mumbai,Andheri,2,2,1137,9752,1,1980,1984,Villa,2,East,Yes,Semi-Furnished,5,0,Andheri Villa,3,Yes,13944000
Pune,Baner,4,2,4790,5572,1,2007,2011,Builder Floor,2,South,Yes,Furnished,10,5,Baner Heights,0,Yes,41145000
Chennai,T Nagar,1,2,2205,3505,1,2014,2018,Villa,3,West,Yes,Unfurnished,4,3,T Nagar Heights,3,Yes,17890000
Mumbai,Bandra,5,1,2010,3940,3,2012,0,Villa,0,East,Yes,Semi-Furnished,3,1,Bandra Heights,2,No,24515000
Pune,Viman Nagar,5,4,1609,4961,3,1982,2002,Apartment,2,East,No,Furnished,10,2,Viman Nagar Villa,0,No,14181500
Pune,Aundh,4,2,1814,2787,1,1999,2023,Builder Floor,1,South,No,Unfurnished,10,1,Aundh Enclave,2,No,15729000
Mumbai,Bandra,5,3,2076,6312,1,1989,0,Apartment,1,East,Yes,Semi-Furnished,6,5,Bandra Enclave,3,No,25342000
Pune,Hinjewadi,4,4,4894,9832,2,1981,1984,Builder Floor,0,North,Yes,Furnished,4,0,Hinjewadi Enclave,3,No,42104000
Pune,Hinjewadi,1,1,3315,5128,3,1974,2000,Villa,0,East,No,Unfurnished,0,2,Hinjewadi Heights,0,No,28317500
Delhi,Saket,4,2,1285,1832,2,1972,0,Builder Floor,0,South,No,Unfurnished,8,2,Saket Enclave,0,No,13150000
Mumbai,Bandra,2,1,3556,9160,2,1953,1956,Independent House,3,West,No,Furnished,0,4,Bandra Heights,0,No,42917000
Bengaluru,MG Road,2,3,499,5004,1,1980,2023,Independent House,0,North,No,Unfurnished,7,1,MG Road Heights,2,No,4731000
Mumbai,Powai,3,4,4170,8681,1,1997,2017,Villa,1,East,No,Semi-Furnished,2,4,Powai Villa,2,No,50360000
Bengaluru,Indiranagar,2,4,4742,8132,2,2005,2006,Villa,1,East,No,Unfurnished,7,3,Indiranagar Residency,0,No,42938000
Pune,Hinjewadi,5,3,4725,9958,3,1970,2023,Apartment,1,West,Yes,Semi-Furnished,1,4,Hinjewadi Heights,0,Yes,40637500
Bengaluru,HSR Layout,2,2,3043,7100,1,1991,2013,Independent House,3,South,No,Unfurnished,6,5,HSR Layout Heights,1,No,27582000
Delhi,Rohini,1,1,4356,5588,1,1989,2003,Independent House,2,South,Yes,Furnished,0,0,Rohini Heights,2,Yes,43840000
Delhi,Rohini,1,1,2376,6133,1,2004,2014,Independent House,0,East,No,Semi-Furnished,5,1,Rohini Enclave,3,No,23905000
Pune,Aundh,1,4,558,8799,2,1994,1994,Villa,3,West,Yes,Semi-Furnished,9,4,Aundh Enclave,3,Yes,5073000
Chennai,T Nagar,4,1,4190,6305,3,1961,1970,Apartment,0,West,No,Unfurnished,5,1,T Nagar Villa,0,No,33810000
Bengaluru,HSR Layout,4,2,3663,4490,1,1966,2002,Builder Floor,3,North,Yes,Semi-Furnished,4,5,HSR Layout Villa,0,No,33272000
Pune,Kothrud,5,4,1724,9175,2,1970,1971,Villa,2,West,Yes,Unfurnished,2,0,Kothrud Residency,3,No,15134000
Delhi,Dwarka,4,2,3386,3795,2,1973,1986,Villa,3,South,No,Unfurnished,1,0,Dwarka Residency,1,Yes,34225000
Pune,Aundh,1,4,4364,7417,3,2005,0,Villa,0,West,No,Furnished,4,3,Aundh Villa,0,Yes,37449000
Mumbai,Juhu,3,4,3587,7791,1,1967,1973,Builder Floor,1,North,Yes,Unfurnished,3,3,Juhu Enclave,2,No,43389000
Mumbai,Bandra,5,4,1249,1950,1,1975,1983,Villa,1,West,Yes,Semi-Furnished,0,4,Bandra Heights,0,No,15403000
Pune,Aundh,1,3,1422,6707,1,2011,2016,Apartment,3,West,No,Furnished,1,1,Aundh Villa,0,Yes,12372000
Delhi,Lajpat Nagar,2,1,4213,8468,1,2022,2022,Apartment,3,East,Yes,Semi-Furnished,6,0,Lajpat Nagar Villa,0,No,42305000
Chennai,T Nagar,2,3,3501,7235,3,1978,2024,Apartment,3,West,Yes,Furnished,9,4,T Nagar Enclave,3,Yes,28453000
Chennai,Perambur,1,4,843,2283,3,1968,2016,Builder Floor,2,East,No,Semi-Furnished,7,5,Perambur Enclave,2,No,7004000
Bengaluru,MG Road,5,4,3462,9716,3,2025,0,Independent House,2,North,No,Semi-Furnished,8,4,MG Road Heights,2,No,31618000
Bengaluru,Indiranagar,5,2,2864,5569,1,2022,2022,Villa,2,South,No,Unfurnished,10,3,Indiranagar Enclave,2,No,26136000
Delhi,Lajpat Nagar,2,3,1856,7534,3,1996,2017,Villa,1,West,Yes,Furnished,4,5,Lajpat Nagar Residency,1,No,18925000
Delhi,Vasant Kunj,3,2,3508,7525,3,1984,2019,Independent House,2,South,No,Unfurnished,1,2,Vasant Kunj Heights,3,No,35395000
Mumbai,Andheri,2,3,4355,8130,3,2024,2024,Independent House,1,East,Yes,Semi-Furnished,10,3,Andheri Heights,3,No,52580000
Chennai,Adyar,1,2,1783,2839,2,1956,1960,Builder Floor,2,North,No,Furnished,1,5,Adyar Villa,1,Yes,14554000
Pune,Kothrud,1,1,3065,8229,3,1985,2002,Independent House,1,South,Yes,Unfurnished,9,4,Kothrud Enclave,2,Yes,26297500
Delhi,Dwarka,5,3,2101,3558,2,1976,2009,Builder Floor,1,North,No,Semi-Furnished,1,0,Dwarka Residency,3,Yes,21485000
Delhi,Vasant Kunj,5,2,1721,5381,2,1963,0,Apartment,2,West,No,Semi-Furnished,3,1,Vasant Kunj Heights,0,No,17560000
Chennai,Anna Nagar,2,4,3414,3652,3,1984,1996,Independent House,3,East,No,Furnished,7,4,Anna Nagar Villa,3,Yes,27762000
Bengaluru,Koramangala,1,4,1679,8348,1,1977,1996,Villa,3,East,Yes,Unfurnished,4,1,Koramangala Villa,3,Yes,15421000
Pune,Hinjewadi,1,4,479,6900,3,1994,2016,Independent House,0,West,No,Unfurnished,7,3,Hinjewadi Heights,3,No,4346500
Bengaluru,Koramangala,3,3,2428,6398,1,1971,1984,Apartment,0,West,No,Furnished,3,0,Koramangala Residency,0,Yes,22237000
Bengaluru,Whitefield,5,3,4011,5281,2,1968,2021,Independent House,2,South,Yes,Semi-Furnished,4,1,Whitefield Heights,1,Yes,36569000
Pune,Kothrud,5,2,2661,7199,2,2004,2008,Apartment,0,South,Yes,Furnished,1,2,Kothrud Residency,0,No,23068500
Pune,Viman Nagar,2,2,4671,6251,1,1951,1991,Apartment,2,North,Yes,Semi-Furnished,2,1,Viman Nagar Heights,3,Yes,40003500
Delhi,Rohini,5,3,2587,6425,1,2008,2012,Builder Floor,1,South,Yes,Furnished,6,1,Rohini Heights,2,No,26360000
Pune,Baner,4,4,4601,8473,3,2016,2020,Independent House,2,West,Yes,Unfurnished,7,1,Baner Heights,1,Yes,39578500
Pune,Viman Nagar,3,1,3678,6862,2,1988,2010,Builder Floor,2,West,Yes,Furnished,3,3,Viman Nagar Residency,3,Yes,31678000
Bengaluru,MG Road,2,2,434,4204,2,1982,2012,Independent House,3,West,No,Furnished,7,1,MG Road Villa,0,Yes,4231000
Delhi,Dwarka,3,3,735,6528,2,1999,2018,Independent House,0,East,No,Unfurnished,8,3,Dwarka Heights,3,Yes,7725000
Bengaluru,Indiranagar,2,3,4451,5860,1,1962,1979,Villa,0,North,Yes,Unfurnished,8,2,Indiranagar Heights,3,No,40339000
Bengaluru,HSR Layout,4,3,2975,5359,2,1956,2021,Builder Floor,3,West,No,Unfurnished,0,5,HSR Layout Heights,1,No,27120000
Bengaluru,MG Road,3,2,1464,4730,1,1999,2006,Independent House,1,North,Yes,Semi-Furnished,0,1,MG Road Residency,3,Yes,13526000
Chennai,Velachery,4,3,2025,2079,1,1970,2023,Builder Floor,2,West,Yes,Furnished,7,1,Velachery Villa,0,Yes,16660000
Chennai,Adyar,5,3,4141,6305,3,2021,2024,Villa,2,South,No,Unfurnished,3,1,Adyar Heights,3,No,33573000
Bengaluru,Indiranagar,5,3,4386,7751,1,2025,2025,Villa,0,South,Yes,Furnished,3,3,Indiranagar Residency,0,No,39934000
Chennai,Anna Nagar,4,3,2750,3464,1,1970,2008,Independent House,0,East,Yes,Semi-Furnished,6,3,Anna Nagar Residency,3,No,22380000
Mumbai,Juhu,3,1,2823,4803,2,2012,2025,Independent House,1,West,No,Furnished,4,1,Juhu Residency,2,Yes,34251000
Pune,Viman Nagar,5,4,978,2677,1,1960,1960,Apartment,3,West,Yes,Unfurnished,10,1,Viman Nagar Heights,0,No,8728000
Delhi,Dwarka,2,3,3304,8914,3,1995,1999,Builder Floor,1,East,No,Furnished,0,4,Dwarka Heights,0,Yes,33415000
Delhi,Rohini,4,4,1180,5609,3,1987,2025,Builder Floor,2,South,Yes,Semi-Furnished,9,2,Rohini Residency,0,No,12205000
Pune,Hinjewadi,3,1,3522,6346,3,1970,2013,Independent House,3,East,No,Semi-Furnished,10,5,Hinjewadi Villa,3,Yes,30272000
Bengaluru,Indiranagar,2,2,4078,5346,3,1969,1970,Builder Floor,0,North,Yes,Furnished,7,1,Indiranagar Residency,0,No,37022000
Bengaluru,Indiranagar,5,2,4245,7861,2,1965,2023,Villa,1,West,Yes,Semi-Furnished,2,3,Indiranagar Residency,2,Yes,38660000
Mumbai,Andheri,3,4,1828,8534,2,2009,2020,Villa,3,South,No,Unfurnished,6,5,Andheri Enclave,1,Yes,22311000
Delhi,Saket,4,1,4288,7078,1,1955,1971,Apartment,3,East,Yes,Unfurnished,2,3,Saket Heights,0,No,43155000
Bengaluru,HSR Layout,3,3,322,2085,2,2014,2016,Apartment,1,East,No,Unfurnished,6,4,HSR Layout Residency,3,Yes,3273000
Chennai,Perambur,5,3,4713,8502,1,1986,2006,Builder Floor,3,North,No,Semi-Furnished,7,4,Perambur Residency,2,Yes,38144000
Chennai,Adyar,3,1,2179,7704,3,1982,2006,Villa,0,South,Yes,Furnished,7,1,Adyar Villa,0,No,17772000
Mumbai,Andheri,3,4,433,8703,3,1989,1991,Independent House,1,East,Yes,Furnished,6,4,Andheri Enclave,1,Yes,5691000
Mumbai,Borivali,1,3,2311,6292,1,1962,1977,Villa,1,East,No,Semi-Furnished,2,3,Borivali Residency,1,No,27907000
Mumbai,Juhu,3,1,924,3522,1,1950,1979,Builder Floor,2,South,Yes,Semi-Furnished,5,0,Juhu Villa,0,No,11313000
Pune,Viman Nagar,1,3,1053,6890,1,1999,2023,Apartment,2,North,Yes,Furnished,2,1,Viman Nagar Enclave,1,Yes,9275500
Chennai,Adyar,1,3,3488,9737,2,1963,2013,Apartment,1,South,No,Unfurnished,1,5,Adyar Residency,3,No,28129000
Chennai,Adyar,3,2,643,1289,2,1974,0,Villa,0,East,No,Semi-Furnished,0,2,Adyar Villa,0,Yes,5444000
Mumbai,Powai,5,1,1412,9218,2,2020,2023,Villa,0,North,No,Furnished,4,4,Powai Villa,2,Yes,17419000
Mumbai,Andheri,3,2,2415,9147,2,1969,1985,Villa,3,North,No,Furnished,7,2,Andheri Enclave,3,Yes,29400000
Mumbai,Juhu,3,2,1062,3363,3,1962,2007,Builder Floor,0,East,No,Semi-Furnished,1,1,Juhu Residency,0,Yes,13064000
Mumbai,Juhu,3,1,4796,9575,3,2019,2022,Villa,0,West,Yes,Semi-Furnished,6,0,Juhu Enclave,2,Yes,57897000
Delhi,Dwarka,1,1,1175,9039,1,2010,2020,Independent House,0,East,Yes,Unfurnished,8,1,Dwarka Heights,2,Yes,11955000
Delhi,Lajpat Nagar,1,1,4152,5991,3,1966,1975,Apartment,3,North,No,Unfurnished,3,3,Lajpat Nagar Residency,0,No,41660000
Delhi,Lajpat Nagar,4,2,4623,7070,2,1967,1991,Independent House,2,East,Yes,Unfurnished,1,5,Lajpat Nagar Villa,2,No,46585000
Mumbai,Andheri,4,2,2372,8085,1,2023,2023,Builder Floor,1,South,Yes,Furnished,3,5,Andheri Heights,0,No,28844000
Delhi,Rohini,3,1,323,3816,3,1964,2016,Builder Floor,3,North,No,Furnished,7,1,Rohini Residency,0,No,3545000
Bengaluru,MG Road,4,3,3932,9414,1,1968,1980,Independent House,2,South,Yes,Semi-Furnished,7,2,MG Road Villa,0,No,35723000
Mumbai,Borivali,4,2,803,1829,3,2008,2023,Villa,1,West,Yes,Semi-Furnished,2,2,Borivali Enclave,1,No,9996000
Mumbai,Borivali,5,1,4022,6921,2,1978,2005,Apartment,2,West,No,Semi-Furnished,2,3,Borivali Residency,3,Yes,48679000
Mumbai,Bandra,4,4,2093,9913,3,2015,2024,Apartment,0,East,No,Unfurnished,4,5,Bandra Heights,2,No,25526000
Chennai,T Nagar,1,1,2276,9688,2,1982,1996,Apartment,3,North,Yes,Furnished,5,5,T Nagar Villa,2,Yes,18508000
Chennai,Velachery,2,1,2809,8764,2,1982,2025,Villa,1,West,No,Furnished,6,3,Velachery Residency,1,No,22732000
Mumbai,Juhu,3,4,2275,6687,2,2013,2015,Independent House,0,North,Yes,Unfurnished,2,1,Juhu Villa,0,Yes,27685000
Chennai,Anna Nagar,5,1,1140,8419,3,1967,1980,Apartment,1,East,Yes,Furnished,4,0,Anna Nagar Villa,0,No,9560000
Pune,Baner,2,1,3091,5080,3,1965,1969,Villa,1,North,No,Unfurnished,4,4,Baner Residency,0,No,26463500
Delhi,Vasant Kunj,3,1,1026,9328,3,1979,2014,Villa,0,West,No,Semi-Furnished,7,4,Vasant Kunj Residency,0,Yes,10550000
Pune,Kothrud,3,2,1709,4330,1,1955,1976,Apartment,1,South,Yes,Semi-Furnished,7,0,Kothrud Villa,1,Yes,14846500
Mumbai,Andheri,2,3,2754,9642,3,2005,2008,Builder Floor,1,West,No,Furnished,2,2,Andheri Heights,1,No,33388000
Mumbai,Andheri,2,2,899,3467,2,1963,2017,Apartment,1,East,No,Semi-Furnished,2,4,Andheri Residency,3,No,11033000
Delhi,Lajpat Nagar,4,3,2886,5067,3,1977,2022,Builder Floor,1,West,No,Semi-Furnished,8,3,Lajpat Nagar Heights,0,Yes,29260000
Mumbai,Bandra,5,1,4888,8864,2,2024,2025,Apartment,0,South,Yes,Furnished,3,0,Bandra Heights,1,Yes,59141000
Bengaluru,HSR Layout,5,1,2427,4616,2,2020,2020,Apartment,0,West,No,Furnished,2,1,HSR Layout Heights,1,No,22253000
Mumbai,Borivali,5,1,2936,6761,1,1985,2005,Builder Floor,0,North,Yes,Unfurnished,0,5,Borivali Heights,0,No,35557000
Delhi,Lajpat Nagar,1,1,1859,5847,1,2006,2022,Villa,0,North,Yes,Semi-Furnished,5,3,Lajpat Nagar Heights,2,No,18745000
Bengaluru,Koramangala,1,2,4723,8678,2,2012,2019,Builder Floor,1,South,No,Unfurnished,9,0,Koramangala Enclave,3,No,42702000
Mumbai,Powai,4,4,515,1288,3,1956,0,Villa,1,West,No,Unfurnished,5,0,Powai Enclave,2,Yes,6640000
Chennai,Anna Nagar,5,1,2231,5664,1,1984,2015,Apartment,2,East,Yes,Semi-Furnished,4,1,Anna Nagar Villa,0,Yes,18223000
Chennai,T Nagar,4,2,2269,5679,3,2021,2023,Villa,0,South,Yes,Furnished,0,2,T Nagar Heights,0,No,18572000
Bengaluru,HSR Layout,1,1,2443,7617,3,1983,2023,Apartment,3,West,Yes,Unfurnished,3,3,HSR Layout Residency,0,No,22152000
Bengaluru,Koramangala,2,1,1459,8063,3,1987,1996,Villa,3,East,Yes,Furnished,3,3,Koramangala Residency,2,No,13451000
Delhi,Dwarka,3,3,973,8591,1,1999,2007,Independent House,1,East,No,Semi-Furnished,0,1,Dwarka Villa,1,No,10005000
Bengaluru,HSR Layout,2,3,1870,9777,3,1952,1961,Independent House,3,East,No,Semi-Furnished,4,4,HSR Layout Heights,1,Yes,17145000
Bengaluru,Koramangala,5,2,2556,5322,3,1967,1995,Builder Floor,2,North,No,Unfurnished,10,0,Koramangala Enclave,1,Yes,23439000
Delhi,Rohini,3,2,4610,6771,3,1990,1996,Independent House,1,South,Yes,Furnished,1,5,Rohini Villa,3,Yes,46565000
Pune,Kothrud,5,2,2275,7185,1,1975,2005,Apartment,1,West,No,Furnished,0,3,Kothrud Heights,0,Yes,19792500
Pune,Aundh,4,3,3489,4319,2,2014,2019,Builder Floor,0,South,Yes,Furnished,0,4,Aundh Heights,2,No,30116500
Mumbai,Powai,2,1,2302,7991,2,1992,2021,Independent House,2,East,Yes,Unfurnished,6,0,Powai Residency,3,No,27864000
Pune,Viman Nagar,2,1,924,6073,3,1959,1973,Villa,0,East,Yes,Furnished,6,4,Viman Nagar Villa,2,Yes,8224000
Pune,Hinjewadi,4,2,1697,4330,1,2014,2015,Builder Floor,1,West,No,Semi-Furnished,5,3,Hinjewadi Heights,0,No,14704500
Mumbai,Juhu,2,4,651,6711,3,1952,1994,Apartment,3,West,No,Semi-Furnished,0,4,Juhu Heights,0,Yes,8142000
Chennai,T Nagar,1,2,753,9326,1,1996,2007,Independent House,0,North,No,Furnished,10,3,T Nagar Heights,2,Yes,6309000
Mumbai,Bandra,2,3,3089,6053,1,2005,2020,Apartment,3,North,No,Unfurnished,7,3,Bandra Residency,1,No,37293000
Bengaluru,Whitefield,1,2,2790,7382,1,2017,2023,Apartment,2,East,Yes,Semi-Furnished,10,4,Whitefield Residency,3,Yes,25360000
Delhi,Rohini,3,1,737,2465,3,1997,2010,Builder Floor,0,East,Yes,Semi-Furnished,4,4,Rohini Residency,0,No,7635000
Bengaluru,HSR Layout,2,4,4992,8488,3,2023,2025,Villa,3,North,No,Furnished,8,2,HSR Layout Villa,1,Yes,45348000
Bengaluru,HSR Layout,1,3,474,8723,2,2022,2025,Apartment,1,South,Yes,Furnished,3,2,HSR Layout Residency,3,No,4591000
Pune,Aundh,1,4,488,9678,2,1969,1993,Builder Floor,3,West,Yes,Unfurnished,7,1,Aundh Residency,2,Yes,4463000
Pune,Aundh,2,3,3263,8639,1,2016,2017,Builder Floor,2,North,No,Semi-Furnished,10,0,Aundh Residency,3,No,27990500
Mumbai,Powai,2,4,3238,7748,3,1968,1994,Villa,0,West,No,Semi-Furnished,6,5,Powai Heights,1,Yes,39201000
Pune,Baner,4,1,1493,4660,3,1990,2025,Villa,0,East,Yes,Semi-Furnished,6,4,Baner Residency,1,No,13020500
Pune,Viman Nagar,1,1,1645,9533,1,1950,0,Independent House,3,West,Yes,Furnished,1,3,Viman Nagar Residency,0,Yes,14232500
Delhi,Lajpat Nagar,3,1,692,1826,2,2017,0,Villa,0,East,Yes,Unfurnished,5,0,Lajpat Nagar Villa,3,Yes,7260000
Pune,Hinjewadi,5,4,3668,8854,1,1956,2002,Apartment,2,East,Yes,Semi-Furnished,7,3,Hinjewadi Enclave,3,Yes,31688000
Mumbai,Borivali,2,4,3672,9222,1,1967,1988,Builder Floor,0,West,No,Semi-Furnished,0,1,Borivali Heights,2,Yes,44384000
Chennai,Perambur,5,3,850,4099,1,1975,2003,Apartment,0,South,No,Semi-Furnished,2,1,Perambur Enclave,3,Yes,7255000
Chennai,Perambur,1,4,387,3794,1,1963,1972,Apartment,0,West,Yes,Furnished,6,1,Perambur Enclave,1,No,3401000
Chennai,Perambur,5,3,3380,4423,1,1977,2004,Builder Floor,2,East,No,Unfurnished,0,5,Perambur Residency,2,Yes,27480000
Delhi,Vasant Kunj,3,1,1074,8188,2,1986,1988,Apartment,3,South,No,Furnished,6,3,Vasant Kunj Heights,1,No,11050000
Chennai,Perambur,2,2,915,1194,1,1961,2022,Apartment,0,South,No,Unfurnished,6,1,Perambur Enclave,3,No,7545000
Delhi,Vasant Kunj,2,2,1241,9733,1,2019,2023,Independent House,0,East,Yes,Unfurnished,7,5,Vasant Kunj Heights,3,No,12660000
Chennai,T Nagar,4,4,800,7447,2,1980,2004,Apartment,0,East,Yes,Semi-Furnished,8,1,T Nagar Heights,1,Yes,6850000
Delhi,Saket,3,2,1006,7500,3,1996,0,Villa,3,North,No,Semi-Furnished,9,1,Saket Heights,1,Yes,10395000
Pune,Hinjewadi,3,4,4041,8958,1,2021,2024,Villa,1,West,No,Unfurnished,0,1,Hinjewadi Residency,0,No,34638500
Mumbai,Powai,2,4,2354,6560,2,1966,1984,Villa,0,North,No,Semi-Furnished,7,5,Powai Villa,0,No,28508000
Mumbai,Juhu,2,2,4756,8096,2,1999,2013,Apartment,1,North,No,Semi-Furnished,6,0,Juhu Heights,3,No,57317000
Pune,Aundh,4,4,4739,6017,3,2023,2025,Independent House,1,South,No,Unfurnished,9,1,Aundh Villa,0,No,40661500
Pune,Kothrud,4,2,2245,5315,1,1984,1984,Villa,3,West,No,Unfurnished,7,4,Kothrud Heights,0,Yes,19412500
Delhi,Saket,5,2,3106,6224,2,1982,1992,Independent House,3,West,Yes,Furnished,5,4,Saket Enclave,1,Yes,31575000
Delhi,Lajpat Nagar,5,3,3506,5376,1,2019,2019,Villa,3,South,No,Furnished,10,5,Lajpat Nagar Enclave,1,No,35510000
Chennai,Velachery,3,4,1673,4538,2,2025,0,Apartment,2,East,Yes,Furnished,8,0,Velachery Villa,2,No,13824000
Mumbai,Borivali,5,3,3464,8090,2,1952,1992,Independent House,2,East,Yes,Furnished,3,2,Borivali Heights,0,Yes,42098000
Chennai,Perambur,4,2,684,3996,3,1992,2006,Villa,0,North,No,Furnished,6,2,Perambur Heights,2,No,5897000
Chennai,T Nagar,3,3,1957,2885,1,1972,1994,Apartment,3,West,Yes,Furnished,6,3,T Nagar Enclave,0,Yes,16066000
Pune,Viman Nagar,2,1,2622,8977,1,1954,1998,Apartment,3,West,Yes,Unfurnished,9,4,Viman Nagar Villa,0,Yes,22512000
Chennai,T Nagar,3,3,1363,5263,3,2017,2024,Villa,3,South,Yes,Semi-Furnished,8,3,T Nagar Villa,0,No,11229000
Pune,Aundh,4,4,4714,8386,2,1988,1997,Apartment,3,East,No,Unfurnished,10,2,Aundh Enclave,3,No,40474000
Bengaluru,HSR Layout,3,2,4412,5517,2,1965,2025,Builder Floor,3,East,Yes,Furnished,0,0,HSR Layout Heights,1,No,40073000
Bengaluru,Koramangala,5,2,895,4818,1,1964,2014,Villa,2,North,Yes,Furnished,5,2,Koramangala Villa,0,Yes,8535000
Chennai,Perambur,2,1,2625,5159,2,2016,2023,Independent House,3,West,Yes,Semi-Furnished,3,3,Perambur Villa,3,No,21240000
Chennai,Velachery,1,2,3300,7571,3,1971,1993,Villa,1,North,Yes,Furnished,8,0,Velachery Residency,1,Yes,26735000
Delhi,Rohini,5,2,358,5402,3,1961,1967,Independent House,0,North,Yes,Semi-Furnished,4,3,Rohini Residency,1,No,3990000
Bengaluru,Whitefield,5,2,4163,7522,3,1961,2018,Apartment,1,East,No,Semi-Furnished,5,2,Whitefield Enclave,2,No,37867000
Delhi,Vasant Kunj,2,1,2965,4181,3,1961,2025,Independent House,3,South,Yes,Semi-Furnished,0,4,Vasant Kunj Residency,3,Yes,29960000
Chennai,Velachery,1,4,2061,3735,2,1977,2012,Apartment,0,East,Yes,Furnished,2,4,Velachery Residency,3,Yes,16893000
Mumbai,Borivali,3,1,2783,4768,3,2020,2020,Apartment,1,East,No,Unfurnished,3,4,Borivali Residency,2,No,33666000
Bengaluru,MG Road,1,4,4093,8182,1,1970,2020,Independent House,2,South,Yes,Unfurnished,5,2,MG Road Enclave,3,Yes,37147000
Delhi,Vasant Kunj,5,4,322,3432,3,1972,1999,Builder Floor,1,North,No,Furnished,10,4,Vasant Kunj Villa,3,Yes,3820000
Delhi,Vasant Kunj,3,2,4873,9174,1,1966,1974,Builder Floor,0,South,No,Semi-Furnished,0,4,Vasant Kunj Residency,1,Yes,49025000
Mumbai,Juhu,5,4,4114,8412,3,2014,2022,Independent House,2,South,No,Unfurnished,8,2,Juhu Residency,1,No,49813000
Mumbai,Andheri,2,1,2578,5102,1,1999,2018,Builder Floor,2,North,No,Furnished,5,1,Andheri Residency,0,Yes,31211000
Delhi,Lajpat Nagar,2,3,496,2061,2,1975,2004,Villa,1,North,Yes,Furnished,9,3,Lajpat Nagar Villa,0,Yes,5340000
Pune,Baner,1,1,1489,8056,1,1969,2014,Apartment,0,South,Yes,Furnished,10,5,Baner Villa,3,No,12901500
Delhi,Dwarka,1,1,1249,3145,2,2001,2003,Apartment,1,North,Yes,Unfurnished,0,3,Dwarka Residency,2,No,12665000
Delhi,Rohini,5,2,603,5463,3,1974,2000,Independent House,2,South,Yes,Unfurnished,2,3,Rohini Enclave,0,Yes,6475000
Bengaluru,Koramangala,1,1,2630,2866,3,2000,2019,Apartment,2,North,No,Furnished,2,4,Koramangala Enclave,3,Yes,23980000
Mumbai,Powai,2,3,3166,9127,2,1958,0,Apartment,2,South,No,Furnished,1,1,Powai Villa,0,Yes,38347000
Bengaluru,Koramangala,4,3,4803,7528,3,1996,2007,Villa,1,South,Yes,Semi-Furnished,1,5,Koramangala Residency,0,Yes,43652000
Chennai,T Nagar,4,1,3264,8345,1,2011,2017,Independent House,2,North,Yes,Unfurnished,9,0,T Nagar Villa,0,No,26387000
Chennai,Perambur,1,4,2169,3283,1,1986,2018,Builder Floor,2,East,No,Furnished,10,5,Perambur Heights,1,No,17632000
Mumbai,Bandra,1,1,438,6438,2,2013,2021,Independent House,2,West,No,Unfurnished,1,2,Bandra Villa,2,No,5406000
Bengaluru,MG Road,2,2,2358,6336,1,1967,2019,Villa,3,West,Yes,Furnished,0,4,MG Road Heights,0,Yes,21552000
Mumbai,Bandra,1,4,4837,6769,1,2007,2018,Villa,0,West,Yes,Semi-Furnished,8,0,Bandra Heights,0,No,58259000
Chennai,T Nagar,2,1,1186,6851,3,1957,2015,Builder Floor,1,North,No,Semi-Furnished,1,1,T Nagar Heights,3,Yes,9773000
Bengaluru,Whitefield,1,3,3258,7655,2,2012,2015,Apartment,3,South,Yes,Unfurnished,3,0,Whitefield Heights,3,Yes,29622000
Bengaluru,HSR Layout,5,3,3960,7499,3,2004,2022,Villa,3,North,Yes,Furnished,8,0,HSR Layout Enclave,1,Yes,36205000
Pune,Baner,2,4,2382,9299,2,2000,2012,Apartment,0,East,Yes,Unfurnished,3,1,Baner Villa,0,Yes,20582000
